time/time_elapsed,time/fps,time/total_timesteps,train/reward,time/iterations,train/approx_kl,train/entropy_loss,train/std,train/clip_fraction,train/learning_rate,train/clip_range,train/loss,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/value_loss
0,2480,2048,-0.024173388,1,,,,,,,,,,,
1,2405,4096,0.30050865,2,0.006907144,-1.4224358692765235,1.0073591470718384,0.08095703125,0.00025,0.2,0.2543070316314697,-0.13007712364196777,10,-0.00845215707377065,0.5588763485662639
2,2412,6144,-0.034786593,3,0.0030259385,-1.4281301654875278,1.010688304901123,0.01552734375,0.00025,0.2,0.07972496747970581,-0.1462956666946411,20,-0.004186318695428781,0.2740669470280409
3,2413,8192,0.1192045,4,0.0050226497,-1.434904010593891,1.0200482606887817,0.0337890625,0.00025,0.2,-0.004153065383434296,0.5510290861129761,30,-0.005656808195635676,0.072948601632379
4,2410,10240,0.48550907,5,0.00431085,-1.436593844741583,1.015854001045227,0.019140625,0.00025,0.2,0.18452557921409607,0.17126554250717163,40,-0.004236624922486954,0.399082194827497
5,2413,12288,-0.06445503,6,0.0037889848,-1.4288468688726426,1.0047156810760498,0.022314453125,0.00025,0.2,0.14216285943984985,0.6200587749481201,50,-0.004612038840423338,0.2468780806288123
5,2414,14336,0.056194704,7,0.0024154384,-1.4221674531698227,1.0014334917068481,0.01669921875,0.00025,0.2,0.057341672480106354,0.705045759677887,60,-0.0047872917028144,0.16753372484818102
6,2419,16384,0.28010705,8,0.0030258952,-1.4176702909171581,0.996006429195404,0.018505859375,0.00025,0.2,0.007374729961156845,0.8258587121963501,70,-0.0041949470949475655,0.10136785367503762
7,2389,18432,-0.070330665,9,0.0031115976,-1.4133963339030742,0.9935196042060852,0.02373046875,0.00025,0.2,0.014382411725819111,0.8154424428939819,80,-0.004576901791733689,0.058994936267845334
8,2348,20480,-0.045272544,10,0.0049215565,-1.4073538444936275,0.9828418493270874,0.040087890625,0.00025,0.2,-0.007211847230792046,0.9320301413536072,90,-0.007023758924333379,0.03555341981118545
9,2321,22528,-0.0010319462,11,0.0039265463,-1.3973188675940036,0.9752950668334961,0.022998046875,0.00025,0.2,-0.0022145826369524,0.904312014579773,100,-0.005558035153080709,0.0436592374346219
10,2329,24576,-0.09099936,12,0.003576436,-1.3936455234885217,0.9745187163352966,0.031787109375,0.00025,0.2,-0.013779919594526291,0.9076764583587646,110,-0.005455829927814193,0.0384357848437503
11,2333,26624,-0.12615947,13,0.0029582707,-1.384580623358488,0.9583434462547302,0.017626953125,0.00025,0.2,0.0012357104569673538,0.8330379724502563,120,-0.004192313468956854,0.036331370461266485
12,2340,28672,0.09928961,14,0.0033936054,-1.3745733246207237,0.956388533115387,0.0166015625,0.00025,0.2,-0.002279382199048996,0.889998733997345,130,-0.005860948668851051,0.043831974815111606
13,2347,30720,0.0993379,15,0.0023674353,-1.3720264092087746,0.9526113271713257,0.011328125,0.00025,0.2,0.005079764872789383,0.8459526300430298,140,-0.006311018732958473,0.059974417882040144
13,2352,32768,-0.6037301,16,0.004464668,-1.3678150087594987,0.9473375082015991,0.0298828125,0.00025,0.2,0.004452429711818695,0.8555251955986023,150,-0.00651850012363866,0.054147597914561627
14,2357,34816,0.00409955,17,0.0037949218,-1.3645837657153606,0.9469720125198364,0.034716796875,0.00025,0.2,-0.018531490117311478,0.8549920320510864,160,-0.005420218885410577,0.03165449794614687
15,2361,36864,0.29156715,18,0.004420328,-1.3662779733538628,0.9502906203269958,0.04609375,0.00025,0.2,-0.010875996202230453,0.9175060987472534,170,-0.007393571981810965,0.030626369547098874
16,2359,38912,0.07289204,19,0.005435833,-1.3632904276251794,0.9416106343269348,0.04287109375,0.00025,0.2,-0.00818096287548542,0.9050649404525757,180,-0.00733137930801604,0.03547122370218858
17,2363,40960,0.05445487,20,0.0027682753,-1.362273646146059,0.9468072056770325,0.018896484375,0.00025,0.2,-0.011892730370163918,0.9032455086708069,190,-0.005104442773154005,0.028676709486171605
18,2367,43008,-0.14485925,21,0.0040171365,-1.3664693109691144,0.949790894985199,0.033984375,0.00025,0.2,-0.0217332411557436,0.8559106588363647,200,-0.006771043420303613,0.02457741484977305
19,2370,45056,0.049791496,22,0.0040915823,-1.3681002296507359,0.9499375820159912,0.03701171875,0.00025,0.2,-0.012335818260908127,0.8886515498161316,210,-0.005889649712480604,0.0323629142367281
19,2374,47104,0.0042501437,23,0.005397727,-1.3657465919852256,0.9449472427368164,0.0484375,0.00025,0.2,-0.0007526809349656105,0.9126875996589661,220,-0.007865076436428354,0.029177519818767907
20,2376,49152,0.006555586,24,0.0044605727,-1.367871981859207,0.9552836418151855,0.040380859375,0.00025,0.2,-0.031803980469703674,0.885291576385498,230,-0.008657946359016932,0.025374564254889265
22,2320,51200,-0.0069329008,25,0.0036909475,-1.3705045677721501,0.9496196508407593,0.024853515625,0.00025,0.2,-0.007833351381123066,0.8479616045951843,240,-0.0057791451254161075,0.029045504075475036
22,2322,53248,-0.5629211,26,0.004730899,-1.3698950305581092,0.9538508653640747,0.035595703125,0.00025,0.2,-0.019436804577708244,0.9012079238891602,250,-0.007335409377992619,0.025086432183161377
23,2327,55296,-0.10720972,27,0.0050852373,-1.3746738687157631,0.9577363729476929,0.036181640625,0.00025,0.2,-0.009507354348897934,0.8838564157485962,260,-0.007717384837451391,0.025182285119080917
24,2330,57344,0.080406785,28,0.0027750488,-1.374634103477001,0.9549572467803955,0.017138671875,0.00025,0.2,-0.0139926103875041,0.832171618938446,270,-0.0055044345324859025,0.02244863914675079
25,2331,59392,0.058860943,29,0.0044559715,-1.3690752811729907,0.9493633508682251,0.0349609375,0.00025,0.2,-0.011811388656497002,0.8836489915847778,280,-0.006928524450631812,0.025631124875508247
26,2334,61440,0.032097306,30,0.0037779734,-1.363963218778372,0.9432907700538635,0.027392578125,0.00025,0.2,-0.013155276887118816,0.9125474691390991,290,-0.006695570882584434,0.0239692350034602
27,2336,63488,0.110741705,31,0.004105377,-1.3635394893586636,0.9475391507148743,0.03828125,0.00025,0.2,-0.010324755683541298,0.9140546917915344,300,-0.007944209250854328,0.017735712113790214
28,2339,65536,-0.14428449,32,0.004407468,-1.3657822266221047,0.947925329208374,0.043603515625,0.00025,0.2,-0.0196528322994709,0.899587094783783,310,-0.0077390611782902855,0.022550151840550824
28,2341,67584,0.22440515,33,0.0043347506,-1.3630196094512939,0.9433180093765259,0.03232421875,0.00025,0.2,-0.026069242507219315,0.9297042489051819,320,-0.007165692665148526,0.02236085435724817
29,2343,69632,-0.025146393,34,0.006451839,-1.3647942863404752,0.9513722062110901,0.057861328125,0.00025,0.2,-0.02429945394396782,0.9363942742347717,330,-0.00989107170025818,0.018488220660947262
30,2343,71680,0.30041027,35,0.0046019116,-1.3693554691970349,0.9528108239173889,0.03720703125,0.00025,0.2,-0.019536126405000687,0.9382983446121216,340,-0.00782201520341914,0.01705086895963177
31,2336,73728,-0.11629704,36,0.004394953,-1.3680945180356503,0.9482607841491699,0.0322265625,0.00025,0.2,-0.0037302644923329353,0.9241980314254761,350,-0.007268849408137612,0.024067535635549576
32,2338,75776,-0.10903019,37,0.003277182,-1.3640333235263824,0.9453826546669006,0.031982421875,0.00025,0.2,-0.005843041464686394,0.9359687566757202,360,-0.006345749396132305,0.023673381219850853
33,2338,77824,0.010251201,38,0.0046291444,-1.3660815857350825,0.950610876083374,0.039306640625,0.00025,0.2,-0.034556224942207336,0.940987765789032,370,-0.008959958296327387,0.018770117545500398
34,2341,79872,-0.07372836,39,0.005725503,-1.3699480213224888,0.9523897767066956,0.043310546875,0.00025,0.2,-0.028034092858433723,0.9452027678489685,380,-0.009564183111069723,0.016911420645192264
34,2343,81920,-0.029256957,40,0.004107482,-1.370173018425703,0.9520680904388428,0.03173828125,0.00025,0.2,-0.010373087599873543,0.9442821741104126,390,-0.00676541565626394,0.020579328929306938
35,2345,83968,0.06267164,41,0.004141376,-1.3658127672970295,0.9442789554595947,0.034130859375,0.00025,0.2,-0.01391939539462328,0.9616684913635254,400,-0.007248061522841453,0.017265639815013854
36,2346,86016,0.14457878,42,0.0031668548,-1.3596591182053088,0.9406586289405823,0.02919921875,0.00025,0.2,-0.017795797437429428,0.9493135213851929,410,-0.005927447699650657,0.017318285233341158
37,2348,88064,0.096044414,43,0.006581475,-1.3553659468889236,0.9357040524482727,0.05615234375,0.00025,0.2,-0.014286138117313385,0.9663426280021667,420,-0.008981785930518526,0.013443494419334456
38,2350,90112,0.20100632,44,0.003634914,-1.35231858715415,0.9352113008499146,0.0251953125,0.00025,0.2,-0.00978702399879694,0.9537848234176636,430,-0.004965766411623917,0.017476221546530724
39,2352,92160,-0.024061251,45,0.0053354353,-1.3502354562282561,0.931206226348877,0.03583984375,0.00025,0.2,-0.01121443323791027,0.9713236689567566,440,-0.007783548880252056,0.015317867643898354
40,2353,94208,-0.014913105,46,0.0036803049,-1.3479379706084729,0.9304693937301636,0.028466796875,0.00025,0.2,-0.02435676008462906,0.9455281496047974,450,-0.006820897595025599,0.013346185960108415
40,2355,96256,-0.010893962,47,0.004300389,-1.3446976654231548,0.9268638491630554,0.045703125,0.00025,0.2,-0.02138303965330124,0.9720908999443054,460,-0.00846999624336604,0.011518286014324985
41,2355,98304,0.06646369,48,0.003762886,-1.3470301382243632,0.9336117506027222,0.03369140625,0.00025,0.2,-0.015024392865598202,0.9591302871704102,470,-0.005409017542842775,0.015697499079396948
42,2356,100352,0.22819595,49,0.0045995004,-1.3547213345766067,0.9415199160575867,0.041162109375,0.00025,0.2,-0.01665160432457924,0.9758617877960205,480,-0.009624745008477476,0.012342234927928075
