time/fps,train/reward,time/time_elapsed,time/total_timesteps,time/iterations,train/clip_fraction,train/std,train/loss,train/n_updates,train/learning_rate,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/explained_variance
1710,0.067093335,1,2048,1,,,,,,,,,,,
1081,0.40165132,3,4096,2,0.058447265625,1.0038914680480957,3.205508232116699,10,0.00025,-2.843358673900366,0.2,-0.004072723641729681,5.935230062156916,0.008057404,0.06040549278259277
1173,-0.01934588,5,6144,3,0.04677734375,0.991370439529419,16.020753860473633,20,0.00025,-2.8315359495580195,0.2,-0.007062924072670285,20.185422578454016,0.007079387,0.25660836696624756
1227,1.023822,6,8192,4,0.028662109375,0.9928771257400513,2.034942388534546,30,0.00025,-2.820042271912098,0.2,-0.0019544517861504575,5.208678050711751,0.004731672,-0.0025328397750854492
1260,2.2682917,8,10240,5,0.048583984375,1.0025221109390259,4.517055511474609,40,0.00025,-2.832604116201401,0.2,-0.004134356007853057,7.666683096438646,0.0050539398,-0.01643681526184082
1284,-0.42003298,9,12288,6,0.046240234375,1.002052664756775,4.271950721740723,50,0.00025,-2.842895871400833,0.2,-0.002611828368389979,5.969467320293188,0.008060377,0.18196183443069458
1302,0.6616606,11,14336,7,0.0193359375,0.9980760812759399,5.716010570526123,60,0.00025,-2.837619986385107,0.2,-0.0017937195167178287,12.89542905241251,0.0046035713,0.03845721483230591
1315,5.873073,12,16384,8,0.031884765625,1.0084445476531982,12.617498397827148,70,0.00025,-2.8454612120985985,0.2,-0.00258226153528085,19.15032116919756,0.0047053946,0.04501199722290039
1296,-0.46701297,14,18432,9,0.0166015625,1.0196406841278076,15.890616416931152,80,0.00025,-2.8667970702052115,0.2,-0.00024411423073615878,47.35975148081779,0.0030811008,0.0564228892326355
1192,-0.34728888,17,20480,10,0.046044921875,1.0210824012756348,11.527432441711426,90,0.00025,-2.878122428059578,0.2,-0.003794898484193254,18.642274594306947,0.0055187806,0.3347194790840149
1176,0.27346724,19,22528,11,0.065087890625,1.0228339433670044,6.064237594604492,100,0.00025,-2.881181838363409,0.2,-0.002767886052606627,13.11412254422903,0.006953354,0.27781450748443604
1158,-0.8267891,21,24576,12,0.022900390625,1.0293042659759521,8.84714126586914,110,0.00025,-2.8898130901157857,0.2,-0.0015999357063265051,22.288988840579986,0.005323572,0.18186384439468384
1146,-1.264213,23,26624,13,0.025537109375,1.0340852737426758,16.6273193359375,120,0.00025,-2.898091424256563,0.2,-0.0005306674051098525,37.62816312909126,0.0057983315,0.021592795848846436
1150,1.1052297,24,28672,14,0.037646484375,1.0319812297821045,6.7070393562316895,130,0.00025,-2.902472673356533,0.2,-0.0059679465673980305,41.22402662038803,0.0057460135,0.27091604471206665
1161,0.82252127,26,30720,15,0.023876953125,1.03741455078125,14.284817695617676,140,0.00025,-2.9069801777601243,0.2,-0.00043304558203089983,20.888012523949147,0.0032780329,0.0874253511428833
1164,-8.093464,28,32768,16,0.038671875,1.039054036140442,20.083349227905273,150,0.00025,-2.9136151909828185,0.2,-0.001959946558054071,25.02301853001118,0.0045820987,0.10286003351211548
1160,0.21291585,29,34816,17,0.047607421875,1.0371694564819336,9.627981185913086,160,0.00025,-2.9117756597697735,0.2,-0.0024267625412903726,18.859674245119095,0.0044617113,-0.001200556755065918
1158,4.938877,31,36864,18,0.022998046875,1.0394290685653687,15.002114295959473,170,0.00025,-2.91076592579484,0.2,-0.0015571650874335319,25.085643631219863,0.0036932887,0.21915781497955322
1156,1.0162511,33,38912,19,0.030126953125,1.0313043594360352,17.818933486938477,180,0.00025,-2.906389715522528,0.2,-0.00225413547232165,34.538199388980864,0.004427678,0.17706435918807983
1156,0.5105894,35,40960,20,0.052099609375,1.0367982387542725,35.67489242553711,190,0.00025,-2.901997001469135,0.2,-0.001897155308688525,80.2813595533371,0.0040113144,0.09526127576828003
1162,-2.8315568,36,43008,21,0.04345703125,1.0402750968933105,13.400006294250488,200,0.00025,-2.914611491560936,0.2,-0.002576542476890609,24.061801224946976,0.0049583325,0.021188318729400635
1165,0.078956716,38,45056,22,0.028515625,1.0444477796554565,17.018760681152344,210,0.00025,-2.9206086337566375,0.2,-0.0030110250881989487,48.56569127142429,0.003322281,0.1723557710647583
1174,0.045215603,40,47104,23,0.05126953125,1.0385851860046387,29.086591720581055,220,0.00025,-2.9189922913908957,0.2,-0.0028330584813375027,72.62520628571511,0.0050623706,0.13811087608337402
1182,0.6203536,41,49152,24,0.03837890625,1.0484559535980225,54.079830169677734,230,0.00025,-2.9197727724909783,0.2,-0.0015135674038901925,81.11386440992355,0.003408588,0.09988486766815186
1185,-0.07120205,43,51200,25,0.02099609375,1.0481176376342773,15.783957481384277,240,0.00025,-2.9302606165409086,0.2,-0.001274337218637811,30.099002128839494,0.0031156524,0.33407890796661377
1191,-5.4186625,44,53248,26,0.03740234375,1.0433317422866821,38.37327575683594,250,0.00025,-2.9267875641584395,0.2,-0.0027802779732155614,68.16236019730567,0.005499555,0.250222384929657
1197,-4.512286,46,55296,27,0.0255859375,1.0404269695281982,14.31787109375,260,0.00025,-2.9182546846568584,0.2,-0.0005907050217501819,38.531659451127055,0.0016645365,0.3172193169593811
1186,1.3221326,48,57344,28,0.045556640625,1.0502510070800781,19.374881744384766,270,0.00025,-2.9257978454232214,0.2,-0.0012128256537835113,30.667316547036172,0.0061582495,0.01730823516845703
1100,0.57172585,53,59392,29,0.061328125,1.0568151473999023,7.794299125671387,280,0.00025,-2.9406499534845354,0.2,-0.0034081879479344935,21.877399645745754,0.008521475,0.5028928518295288
1096,0.39040703,56,61440,30,0.02744140625,1.0618810653686523,18.268495559692383,290,0.00025,-2.9527666479349137,0.2,-0.0019009436720807571,31.177220258116723,0.0020218077,0.36070430278778076
1070,3.519195,59,63488,31,0.0150390625,1.0598788261413574,13.541110038757324,300,0.00025,-2.9562280625104904,0.2,-0.0005423630289442371,37.15471878945827,0.003988237,0.24985939264297485
1055,-3.3628519,62,65536,32,0.026318359375,1.0626121759414673,16.512418746948242,310,0.00025,-2.9579710945487023,0.2,0.0010329677679692395,32.95113727450371,0.0031897535,0.07554429769515991
1061,2.2533524,63,67584,33,0.03388671875,1.0616331100463867,21.42333221435547,320,0.00025,-2.95882708504796,0.2,-0.0026254298019921405,37.874852886796,0.0053791734,0.2958594560623169
1067,-0.084057294,65,69632,34,0.013916015625,1.0629489421844482,34.734256744384766,330,0.00025,-2.958144053071737,0.2,-0.0010616869389195927,76.32857057452202,0.0039515346,0.29178839921951294
1051,15.599367,68,71680,35,0.036865234375,1.0612565279006958,11.188612937927246,340,0.00025,-2.958224516361952,0.2,-0.0027141948965436315,40.84151944220066,0.005392036,0.18310648202896118
1058,-2.9603775,69,73728,36,0.038232421875,1.060506820678711,32.49325942993164,350,0.00025,-2.9540530636906626,0.2,-0.0007490098796552047,59.425891757011414,0.008103825,0.0006576180458068848
1065,-1.9149456,71,75776,37,0.044482421875,1.0625970363616943,43.80943298339844,360,0.00025,-2.955664671957493,0.2,-0.003038675565039739,65.47789038419724,0.004503094,0.22609269618988037
1072,0.4863298,72,77824,38,0.023681640625,1.0548508167266846,28.545347213745117,370,0.00025,-2.952851416170597,0.2,-0.00223585950298002,94.67977526187897,0.003338205,0.24319452047348022
1077,-0.31357914,74,79872,39,0.03623046875,1.0492923259735107,50.14572525024414,380,0.00025,-2.9390163727104666,0.2,-0.0009727333825139794,97.69942963123322,0.0039500454,0.20994490385055542
1082,-3.434173,75,81920,40,0.049853515625,1.0476233959197998,29.722627639770508,390,0.00025,-2.930871192365885,0.2,0.00045700038463110105,47.393356156349185,0.00518189,0.09509652853012085
